player,team_id,team_name,match_date,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id
Claire Emslie,ae38d267,Angel City,03162025,10,sct SCO,M,31-008,90,0,0,0,0,1,1,0,0,32,0,1,1,0.1,0.1,0.1,3,0,12,22,54.5,5,13,1,3,1,ae38d267_10
Mary Vignola,ae38d267,Angel City,03162025,16,us USA,D,27-033,90,0,0,0,0,0,0,1,0,67,2,1,4,0.0,0.0,0.0,1,0,34,47,72.3,0,28,1,3,2,ae38d267_16
Savannah King,ae38d267,Angel City,03162025,3,us USA,D,20-037,85,0,0,0,0,0,0,0,0,52,0,2,0,0.0,0.0,0.0,1,0,35,42,83.3,4,32,0,0,0,ae38d267_3
Megan Reid,ae38d267,Angel City,03162025,6,us USA,D,28-341,5,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,1,1,0,0,0,ae38d267_6
Sarah Gorden,ae38d267,Angel City,03162025,11,us USA,D,32-184,90,0,0,0,0,0,0,0,0,47,1,0,3,0.0,0.0,0.0,2,0,27,34,79.4,2,24,0,1,1,ae38d267_11
Gisele Thompson,ae38d267,Angel City,03162025,20,us USA,D,19-104,76,0,0,0,0,3,1,0,0,42,2,2,1,0.2,0.2,0.1,3,0,23,28,82.1,4,21,4,0,0,ae38d267_20
Miyabi Moriya,ae38d267,Angel City,03162025,29,jp JPN,D,28-206,14,0,0,0,0,0,0,1,0,8,0,1,0,0.0,0.0,0.0,0,0,5,5,100.0,0,3,0,0,0,ae38d267_29
Angelina Anderson,ae38d267,Angel City,03162025,19,us USA,G,23-359,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,1,0,27,36,75.0,0,26,0,0,0,ae38d267_19
Kyra Carusa,bf961da0,Wave,03162025,19,ie IRL,F,29-122,64,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.1,3,0,14,20,70.0,0,15,0,0,0,bf961da0_19
Adriana Leon,bf961da0,Wave,03162025,9,ca CAN,F,32-165,26,0,0,0,0,0,0,0,0,11,1,1,1,0.0,0.0,0.0,0,0,3,4,75.0,0,5,0,1,1,bf961da0_9
Gia Corley,bf961da0,Wave,03162025,11,de GER,F,22-300,71,1,0,0,0,3,1,1,0,25,2,0,1,0.3,0.3,0.0,0,0,12,13,92.3,1,14,3,0,0,bf961da0_11
Melanie Barcenas,bf961da0,Wave,03162025,25,us USA,F,17-137,19,0,0,0,0,2,2,0,0,14,1,0,0,0.0,0.0,0.1,3,0,10,10,100.0,1,8,1,3,2,bf961da0_25
Delphine Cascarino,bf961da0,Wave,03162025,20,fr FRA,F,28-039,71,0,1,0,0,2,0,0,0,40,1,0,2,0.1,0.1,0.4,3,1,21,32,65.6,3,27,2,4,2,bf961da0_20
Makenzy Doniak,bf961da0,Wave,03162025,15,us USA,F,31-019,19,0,0,0,0,1,0,0,0,18,1,0,0,0.0,0.0,0.1,2,0,8,14,57.1,2,12,0,0,0,bf961da0_15
Maria Sanchez,bf961da0,Wave,03162025,7,mx MEX,M,29-024,71,0,0,0,0,1,1,1,0,44,2,0,1,0.2,0.2,0.1,1,0,17,35,48.6,4,25,1,0,0,bf961da0_7
Kimmi Ascanio,bf961da0,Wave,03162025,17,us USA,M,17-054,19,0,0,0,0,1,0,0,0,17,1,0,0,0.1,0.1,0.0,3,0,12,12,100.0,1,10,0,0,0,bf961da0_17
Kenza Dali,bf961da0,Wave,03162025,10,fr FRA,M,33-228,90,0,0,0,0,3,0,0,0,77,0,0,3,0.2,0.2,0.3,5,0,48,67,71.6,9,41,5,1,1,bf961da0_10
Savannah McCaskill,bf961da0,Wave,03162025,21,us USA,M,28-228,90,0,0,0,0,1,0,0,0,60,1,0,0,0.0,0.0,0.0,1,0,35,49,71.4,8,28,0,0,0,bf961da0_21
Perle Morroni,bf961da0,Wave,03162025,75,fr FRA,D,27-152,89,0,0,0,0,0,0,0,0,48,1,1,1,0.0,0.0,0.0,3,0,30,39,76.9,2,19,2,3,1,bf961da0_75
Trinity Armstrong,bf961da0,Wave,03162025,3,us USA,D,17-234,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,bf961da0_3
Kristen McNabb,bf961da0,Wave,03162025,14,us USA,D,30-333,90,0,0,0,0,3,2,0,0,50,1,0,1,0.3,0.3,0.0,2,0,37,40,92.5,3,29,0,0,0,bf961da0_14
Kennedy Wesley,bf961da0,Wave,03162025,12,us USA,D,24-008,90,0,0,0,0,0,0,1,0,71,0,1,0,0.0,0.0,0.0,0,0,50,61,82.0,3,34,0,0,0,bf961da0_12
Hanna Lundkvist,bf961da0,Wave,03162025,6,se SWE,D,22-242,90,0,0,0,0,0,0,0,0,66,2,0,0,0.0,0.0,0.0,2,1,44,57,77.2,3,32,1,0,0,bf961da0_6
Kailen Sheridan,bf961da0,Wave,03162025,1,ca CAN,G,29-243,90,0,0,0,0,0,0,0,0,50,1,0,0,0.0,0.0,0.0,1,0,43,48,89.6,0,31,0,0,0,bf961da0_1
Jordyn Huitema,257fad2b,Reign,03152025,9,ca CAN,F,23-311,90,0,0,0,0,0,0,1,0,23,1,0,0,0.0,0.0,0.0,3,1,11,19,57.9,2,10,0,1,0,257fad2b_9
Madeline Dahlien,257fad2b,Reign,03152025,5,us USA,F,20-233,68,0,0,0,0,0,0,0,0,22,2,0,1,0.0,0.0,0.0,0,0,10,12,83.3,0,14,1,0,0,257fad2b_5
Emeri Adames,257fad2b,Reign,03152025,47,us USA,F,18-346,22,1,0,0,0,1,1,0,0,9,0,0,0,0.3,0.3,0.0,1,0,2,6,33.3,1,5,0,0,0,257fad2b_47
Ana-Maria Crnogorčević,257fad2b,Reign,03152025,7,ch SUI,F,34-163,57,0,0,0,0,0,0,0,0,16,2,0,1,0.0,0.0,0.0,0,0,5,9,55.6,1,7,0,2,0,257fad2b_7
Nérilia Mondésir,257fad2b,Reign,03152025,30,ht HAI,F,26-057,33,0,0,0,0,1,0,0,0,14,0,0,0,0.3,0.3,0.1,3,1,5,10,50.0,0,10,1,1,1,257fad2b_30
Jess Fishlock,257fad2b,Reign,03152025,10,wls WAL,M,38-060,90,0,0,0,0,3,0,0,0,40,2,0,1,0.1,0.1,0.0,0,0,17,28,60.7,5,19,2,1,0,257fad2b_10
Angharad James,257fad2b,Reign,03152025,8,wls WAL,M,30-287,68,0,0,0,0,0,0,0,0,27,3,0,0,0.0,0.0,0.0,0,0,15,19,78.9,1,9,0,0,0,257fad2b_8
Maddie Mercado,257fad2b,Reign,03152025,2,us USA,M,23-348,22,0,0,0,0,2,0,0,0,15,1,1,1,0.1,0.1,0.0,1,0,4,4,100.0,2,8,1,2,0,257fad2b_2
Ji So-yun,257fad2b,Reign,03152025,91,kr KOR,M,34-022,89,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.0,2,0,25,34,73.5,1,20,0,1,1,257fad2b_91
Samantha Meza,257fad2b,Reign,03152025,20,us USA,M,23-128,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,257fad2b_20
Shae Holmes,257fad2b,Reign,03152025,25,us USA,D,25-007,90,0,0,0,0,0,0,0,0,76,2,0,2,0.0,0.0,0.0,0,0,36,60,60.0,3,33,1,1,1,257fad2b_25
Phoebe McClernon,257fad2b,Reign,03152025,21,us USA,D,27-092,90,0,0,0,0,0,0,0,0,64,0,1,2,0.0,0.0,0.0,0,0,48,58,82.8,2,41,1,1,1,257fad2b_21
Jordyn Bugg,257fad2b,Reign,03152025,23,us USA,D,18-216,90,0,0,0,0,0,0,1,0,51,0,1,0,0.0,0.0,0.0,2,0,31,43,72.1,1,30,0,0,0,257fad2b_23
Madison Curry,257fad2b,Reign,03152025,24,us USA,D,24-051,90,0,0,0,0,0,0,0,0,56,3,5,1,0.0,0.0,0.0,0,0,28,41,68.3,6,22,2,0,0,257fad2b_24
Claudia Dickey,257fad2b,Reign,03152025,1,us USA,G,25-068,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,35,43,81.4,0,33,0,0,0,257fad2b_1
Esther González,8e306dc6,Gotham FC,03152025,9,es ESP,F,32-097,89,0,0,0,0,3,2,0,0,29,0,0,1,0.6,0.6,0.0,1,0,17,22,77.3,3,16,2,0,0,8e306dc6_9
Mak Whitham,8e306dc6,Gotham FC,03152025,17,us USA,F,14-231,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,0,0,8e306dc6_17
Ella Stevens,8e306dc6,Gotham FC,03152025,13,us USA,M,27-094,90,0,0,0,0,1,0,0,0,33,3,1,1,0.0,0.0,0.4,4,0,14,21,66.7,1,15,2,2,0,8e306dc6_13
Jaelin Howell,8e306dc6,Gotham FC,03152025,7,us USA,F,25-114,90,0,0,0,0,3,0,1,0,50,2,1,2,0.4,0.4,0.0,2,0,30,36,83.3,3,25,1,1,0,8e306dc6_7
Sarah Schupansky,8e306dc6,Gotham FC,03152025,11,us USA,M,21-202,89,0,0,0,0,2,1,1,0,56,1,0,1,0.1,0.1,0.8,6,0,30,48,62.5,7,31,1,0,0,8e306dc6_11
Lilly Reale,8e306dc6,Gotham FC,03152025,4,us USA,D,21-215,1,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,6,10,60.0,1,3,2,1,1,8e306dc6_4
Gabi Portilho,8e306dc6,Gotham FC,03152025,18,br BRA,M,29-240,72,1,0,0,0,1,1,1,0,31,1,1,0,0.0,0.0,0.0,1,0,12,19,63.2,2,15,3,0,0,8e306dc6_18
Cecelia Kizer,8e306dc6,Gotham FC,03152025,5,us USA,M,27-250,18,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,1,0,4,6,66.7,0,3,0,0,0,8e306dc6_5
Nealy Martin,8e306dc6,Gotham FC,03152025,14,us USA,M,26-327,90,0,0,0,0,0,0,0,0,56,1,1,1,0.0,0.0,0.0,0,0,30,51,58.8,2,25,0,0,0,8e306dc6_14
Jess Carter,8e306dc6,Gotham FC,03152025,27,eng ENG,D,27-139,90,0,0,0,0,1,0,0,0,62,2,0,0,0.1,0.1,0.0,3,0,40,52,76.9,6,30,3,0,0,8e306dc6_27
Tierna Davidson,8e306dc6,Gotham FC,03152025,15,us USA,D,26-178,90,0,0,0,0,1,0,0,0,61,3,1,0,0.1,0.1,0.0,2,0,40,49,81.6,4,29,1,0,0,8e306dc6_15
Emily Sonnett,8e306dc6,Gotham FC,03152025,6,us USA,D,31-110,90,0,0,0,0,0,0,0,0,65,0,0,0,0.0,0.0,0.0,1,0,50,57,87.7,4,32,0,0,0,8e306dc6_6
Mandy Freeman,8e306dc6,Gotham FC,03152025,22,us USA,D,29-357,86,0,0,0,0,0,0,0,1,40,1,1,1,0.0,0.0,0.0,0,0,19,32,59.4,4,11,0,1,0,8e306dc6_22
Ann-Katrin Berger,8e306dc6,Gotham FC,03152025,30,de GER,G,34-157,90,0,0,0,0,0,0,0,0,51,0,0,0,0.0,0.0,0.0,0,0,41,50,82.0,0,34,0,1,1,8e306dc6_30
Kayla Fischer,da19ebd1,Racing,03152025,9,us USA,F,25-069,65,0,0,0,0,0,0,0,0,19,1,1,0,0.0,0.0,0.0,1,0,4,9,44.4,0,11,0,0,0,da19ebd1_9
Sarah Weber,da19ebd1,Racing,03152025,42,us USA,F,22-029,25,0,0,0,0,2,1,0,0,9,1,0,0,0.2,0.2,0.0,0,0,2,5,40.0,0,3,0,0,0,da19ebd1_42
Janine Sonis,da19ebd1,Racing,03152025,16,ca CAN,F,30-207,84,0,0,0,0,1,1,0,0,29,2,1,0,0.1,0.1,0.1,3,0,19,26,73.1,1,18,1,3,3,da19ebd1_16
Katie O’Kane,da19ebd1,Racing,03152025,20,,F,,6,0,0,0,0,0,0,0,0,4,0,0,2,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,da19ebd1_20
Emma Sears,da19ebd1,Racing,03152025,13,us USA,F,24-020,90,1,0,0,0,3,3,0,0,36,0,1,1,0.8,0.8,0.1,2,0,9,21,42.9,2,23,6,1,0,da19ebd1_13
Savannah Demelo,da19ebd1,Racing,03152025,7,us USA,M,26-354,90,0,0,0,0,3,0,0,0,30,1,1,0,0.1,0.1,0.1,2,0,7,18,38.9,2,28,1,2,1,da19ebd1_7
Taylor Flint,da19ebd1,Racing,03152025,26,us USA,M,26-113,90,0,0,0,0,1,0,0,0,52,6,5,2,0.0,0.0,0.0,2,0,10,32,31.3,5,14,0,0,0,da19ebd1_26
Ary Borges,da19ebd1,Racing,03152025,8,br BRA,M,25-077,55,0,0,0,0,3,2,0,0,25,3,0,3,0.4,0.4,0.0,4,0,12,15,80.0,2,15,0,0,0,da19ebd1_8
Marisa DiGrande,da19ebd1,Racing,03152025,14,us USA,M,28-038,35,0,0,0,0,0,0,0,0,17,5,0,0,0.0,0.0,0.1,2,0,6,12,50.0,0,8,0,0,0,da19ebd1_14
Courtney Petersen,da19ebd1,Racing,03152025,11,us USA,D,27-138,90,0,0,0,0,0,0,0,0,46,1,1,0,0.0,0.0,0.0,2,1,27,43,62.8,1,19,0,0,0,da19ebd1_11
Arin Wright,da19ebd1,Racing,03152025,3,us USA,D,32-080,90,0,1,0,0,0,0,0,0,43,1,3,2,0.0,0.0,0.8,1,1,27,32,84.4,0,21,0,0,0,da19ebd1_3
Ellie Jean,da19ebd1,Racing,03152025,5,us USA,D,28-043,90,0,0,0,0,0,0,0,0,36,0,0,3,0.0,0.0,0.0,0,0,24,27,88.9,3,19,0,0,0,da19ebd1_5
Lauren Milliet,da19ebd1,Racing,03152025,2,us USA,D,28-104,90,0,0,0,0,0,0,0,0,43,0,0,2,0.0,0.0,0.1,1,0,23,35,65.7,1,13,0,0,0,da19ebd1_2
Katie Lund,da19ebd1,Racing,03152025,1,us USA,G,28-108,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,29,34,85.3,0,17,0,0,0,da19ebd1_1
Jaedyn Shaw,85c458aa,Courage,03152025,19,us USA,F,20-115,80,0,0,0,0,1,0,0,0,29,0,0,0,0.1,0.1,0.1,4,1,19,26,73.1,5,12,0,1,0,85c458aa_19
Aline,85c458aa,Courage,03152025,77,br BRA,F,19-251,10,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,4,0,1,0,85c458aa_77
Tyler Lussi,85c458aa,Courage,03152025,14,us USA,F,30-048,65,0,0,0,0,6,2,1,0,34,1,0,0,0.3,0.3,0.1,3,0,13,23,56.5,3,20,0,1,1,85c458aa_14
Hannah Betfort,85c458aa,Courage,03152025,30,us USA,F,26-070,25,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0.2,2,0,5,7,71.4,0,6,0,1,0,85c458aa_30
Ashley Sanchez,85c458aa,Courage,03152025,2,us USA,M,25-364,80,0,0,0,0,1,1,0,0,43,0,0,3,0.0,0.0,0.0,1,0,21,34,61.8,4,20,1,3,2,85c458aa_2
Cortnee Vine,85c458aa,Courage,03152025,22,au AUS,M,26-340,10,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,5,2,0,0,85c458aa_22
Manaka Matsukubo,85c458aa,Courage,03152025,34,jp JPN,F,20-230,89,0,0,0,0,2,0,0,0,62,1,0,1,0.2,0.2,0.1,3,0,45,54,83.3,8,33,2,4,1,85c458aa_34
Brianna Pinto,85c458aa,Courage,03152025,8,us USA,F,24-295,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,85c458aa_8
Riley Jackson,85c458aa,Courage,03152025,16,us USA,M,19-103,89,1,0,0,0,1,1,0,0,68,0,1,1,0.5,0.5,0.0,2,0,57,61,93.4,10,23,0,1,1,85c458aa_16
Shinomi Koyama,85c458aa,Courage,03152025,20,jp JPN,M,20-043,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,0,0,85c458aa_20
Denise O'Sullivan,85c458aa,Courage,03152025,10,ie IRL,M,31-039,90,0,0,0,0,0,0,0,0,72,2,2,1,0.0,0.0,0.1,5,0,58,63,92.1,7,23,0,0,0,85c458aa_10
Felicitas Rauch,85c458aa,Courage,03152025,11,de GER,M,28-319,90,0,0,0,0,0,0,0,0,64,1,3,1,0.0,0.0,0.0,0,0,36,53,67.9,3,22,0,1,0,85c458aa_11
Malia Berkely,85c458aa,Courage,03152025,7,us USA,D,27-030,90,0,0,0,0,0,0,0,0,90,1,2,3,0.0,0.0,0.0,3,0,67,81,82.7,8,47,0,0,0,85c458aa_7
Kaleigh Kurtz,85c458aa,Courage,03152025,3,us USA,D,27-187,90,0,0,0,0,2,1,0,0,86,1,2,0,0.0,0.0,0.0,0,0,63,78,80.8,3,31,0,1,1,85c458aa_3
Ryan Williams,85c458aa,Courage,03152025,13,us USA,D,29-020,90,0,0,0,0,1,0,0,0,108,0,1,0,0.0,0.0,0.0,4,1,87,102,85.3,14,42,3,1,0,85c458aa_13
Casey Murphy,85c458aa,Courage,03152025,1,us USA,G,28-324,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,30,32,93.8,1,16,0,0,0,85c458aa_1
Reilyn Turner,df9a10a1,Thorns,03212025,66,us USA,F,22-155,79,1,0,0,0,5,3,0,0,32,1,0,1,0.6,0.6,0.1,5,1,10,16,62.5,1,10,0,1,1,df9a10a1_66
Pietra Tordin,df9a10a1,Thorns,03212025,19,us USA,F,20-356,11,0,0,0,0,3,0,0,0,5,0,0,0,0.4,0.4,0.0,0,0,0,1,0.0,0,3,0,0,0,df9a10a1_19
Payton Linnehan,df9a10a1,Thorns,03212025,15,us USA,F,23-361,45,0,0,0,0,1,1,0,0,22,2,0,0,0.1,0.1,0.0,1,0,4,12,33.3,0,13,0,1,0,df9a10a1_15
Caiya Hanks,df9a10a1,Thorns,03212025,7,us USA,F,20-176,45,0,0,0,0,0,0,0,0,22,2,0,0,0.0,0.0,0.0,1,0,7,16,43.8,0,13,4,3,0,df9a10a1_7
Olivia Moultrie,df9a10a1,Thorns,03212025,13,us USA,F,19-185,90,0,1,0,0,2,1,0,0,45,2,1,1,0.1,0.1,0.9,8,1,22,31,71.0,8,19,4,2,1,df9a10a1_13
Deyna Castellanos,df9a10a1,Thorns,03212025,10,ve VEN,M,25-337,72,0,0,0,0,4,1,0,0,35,1,1,1,0.1,0.1,0.0,1,0,11,20,55.0,1,15,1,4,1,df9a10a1_10
Alexa Spaanstra,df9a10a1,Thorns,03212025,77,us USA,M,25-048,18,0,0,0,0,1,1,0,0,8,1,0,0,0.1,0.1,0.0,1,0,5,6,83.3,1,2,0,0,0,df9a10a1_77
Hina Sugita,df9a10a1,Thorns,03212025,8,jp JPN,M,28-049,90,0,0,0,0,2,1,0,0,68,1,4,1,0.1,0.1,0.2,4,0,43,54,79.6,9,30,0,0,0,df9a10a1_8
Sam Coffey,df9a10a1,Thorns,03212025,17,us USA,M,26-080,90,0,0,0,0,0,0,0,0,61,2,0,3,0.0,0.0,0.1,5,0,41,50,82.0,8,14,0,0,0,df9a10a1_17
Reyna Reyes,df9a10a1,Thorns,03212025,2,mx MEX,D,24-033,90,0,0,0,0,0,0,0,0,53,2,3,0,0.0,0.0,0.1,5,0,35,44,79.5,6,18,1,1,0,df9a10a1_2
Isabella Obaze,df9a10a1,Thorns,03212025,5,dk DEN,D,22-142,90,0,0,0,0,2,1,0,0,43,2,1,0,0.1,0.1,0.0,0,0,28,33,84.8,1,19,0,1,1,df9a10a1_5
Samantha Hiatt,df9a10a1,Thorns,03212025,16,us USA,D,27-074,90,0,0,0,0,0,0,0,0,68,2,1,5,0.0,0.0,0.0,0,0,36,48,75.0,1,21,0,1,1,df9a10a1_16
Kaitlyn Torpey,df9a10a1,Thorns,03212025,20,au AUS,D,25-004,79,0,0,0,0,1,0,1,0,59,0,1,1,0.0,0.0,0.0,2,0,33,42,78.6,3,14,1,0,0,df9a10a1_20
Mallie McKenzie,df9a10a1,Thorns,03212025,29,us USA,D,24-128,11,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.2,1,0,1,3,33.3,0,2,0,0,0,df9a10a1_29
Mackenzie Arnold,df9a10a1,Thorns,03212025,18,au AUS,G,31-024,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,22,32,68.8,0,11,0,0,0,df9a10a1_18
Riley Tiernan,ae38d267,Angel City,03212025,33,us USA,F,22-127,75,0,0,0,0,0,0,0,0,31,1,3,0,0.0,0.0,0.0,2,0,8,22,36.4,0,18,2,1,0,ae38d267_33
Christen Press,ae38d267,Angel City,03212025,23,us USA,F,36-082,15,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,1,0,4,9,44.4,0,3,0,0,0,ae38d267_23
Alyssa Thompson,ae38d267,Angel City,03212025,21,us USA,F,20-134,90,0,0,0,0,3,2,0,0,32,1,1,0,0.3,0.3,0.1,5,0,14,20,70.0,1,14,4,4,2,ae38d267_21
Claire Emslie,ae38d267,Angel City,03212025,10,sct SCO,F,31-013,62,0,0,0,0,1,0,0,0,41,3,1,0,0.0,0.0,0.2,2,0,17,31,54.8,2,21,3,0,0,ae38d267_10
Julie Dufour,ae38d267,Angel City,03212025,7,fr FRA,F,23-296,28,0,0,0,0,1,0,0,0,13,2,0,1,0.0,0.0,0.0,0,0,5,8,62.5,2,7,0,1,0,ae38d267_7
Macey Hodge,ae38d267,Angel City,03212025,8,us USA,M,23-321,62,0,0,0,0,1,0,0,0,28,1,1,0,0.0,0.0,0.0,1,0,18,24,75.0,2,9,0,0,0,ae38d267_8
Madison Hammond,ae38d267,Angel City,03212025,99,us USA,M,27-126,28,0,0,0,0,0,0,0,0,15,2,0,0,0.0,0.0,0.0,1,0,7,11,63.6,3,4,0,1,0,ae38d267_99
Kennedy Fuller,ae38d267,Angel City,03212025,17,us USA,M,18-012,90,1,0,0,0,2,1,0,0,40,0,1,1,0.1,0.1,0.0,1,0,18,26,69.2,6,18,0,1,0,ae38d267_17
Alanna Kennedy,ae38d267,Angel City,03212025,14,au AUS,M,30-059,90,0,0,0,0,2,2,0,0,74,3,1,2,0.1,0.1,0.1,2,1,36,52,69.2,10,28,0,3,1,ae38d267_14
Mary Vignola,ae38d267,Angel City,03212025,16,us USA,D,27-038,90,0,0,0,0,0,0,0,0,65,2,0,2,0.0,0.0,0.0,2,0,44,53,83.0,7,32,6,2,1,ae38d267_16
Savannah King,ae38d267,Angel City,03212025,3,us USA,D,20-042,90,0,0,0,0,0,0,1,0,60,2,0,3,0.0,0.0,0.0,0,0,41,48,85.4,1,25,0,0,0,ae38d267_3
Sarah Gorden,ae38d267,Angel City,03212025,11,us USA,D,32-189,90,0,0,0,0,0,0,0,0,70,0,3,0,0.0,0.0,0.0,1,0,52,63,82.5,5,37,0,0,0,ae38d267_11
Gisele Thompson,ae38d267,Angel City,03212025,20,us USA,D,19-109,90,0,1,0,0,0,0,0,0,65,3,2,2,0.0,0.0,0.0,2,1,43,50,86.0,3,24,7,3,1,ae38d267_20
Angelina Anderson,ae38d267,Angel City,03212025,19,us USA,G,23-364,90,0,0,0,0,0,0,0,0,52,0,0,0,0.0,0.0,0.0,0,0,29,47,61.7,0,18,0,0,0,ae38d267_19
Jaedyn Shaw,85c458aa,Courage,03222025,19,us USA,F,20-122,90,0,0,0,0,3,1,0,0,45,3,0,1,0.3,0.3,0.2,1,0,19,30,63.3,4,18,2,4,1,85c458aa_19
Aline,85c458aa,Courage,03222025,77,br BRA,F,19-258,68,1,0,0,0,1,1,0,0,15,0,1,2,0.2,0.2,0.1,1,0,6,9,66.7,1,8,1,1,0,85c458aa_77
Meredith Speck,85c458aa,Courage,03222025,25,us USA,F,32-049,22,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.1,2,0,8,12,66.7,0,11,0,2,0,85c458aa_25
Ashley Sanchez,85c458aa,Courage,03222025,2,us USA,F,26-006,90,0,0,0,0,0,0,0,0,48,2,0,1,0.0,0.0,0.1,3,0,25,39,64.1,5,25,1,3,1,85c458aa_2
Manaka Matsukubo,85c458aa,Courage,03222025,34,jp JPN,M,20-237,68,0,0,0,0,1,0,0,0,31,3,1,0,0.1,0.1,0.0,4,1,16,20,80.0,3,16,3,0,0,85c458aa_34
Hannah Betfort,85c458aa,Courage,03222025,30,us USA,F,26-077,22,0,0,0,0,2,1,0,0,8,0,0,0,0.2,0.2,0.0,0,0,3,5,60.0,2,4,0,0,0,85c458aa_30
Riley Jackson,85c458aa,Courage,03222025,16,us USA,M,19-110,78,0,0,0,0,0,0,0,0,49,1,1,1,0.0,0.0,0.0,1,0,35,43,81.4,2,22,0,1,1,85c458aa_16
Shinomi Koyama,85c458aa,Courage,03222025,20,jp JPN,M,20-050,12,0,0,0,0,1,1,0,0,14,0,0,0,0.2,0.2,0.2,4,0,7,10,70.0,5,6,0,0,0,85c458aa_20
Denise O'Sullivan,85c458aa,Courage,03222025,10,ie IRL,M,31-046,90,0,1,0,0,1,1,0,0,77,6,2,1,0.1,0.1,0.2,1,0,47,56,83.9,5,38,0,7,2,85c458aa_10
Maycee Bell,85c458aa,Courage,03222025,27,us USA,D,24-185,78,0,0,0,0,0,0,0,0,30,1,0,1,0.0,0.0,0.0,0,0,19,26,73.1,2,10,0,0,0,85c458aa_27
Brianna Pinto,85c458aa,Courage,03222025,8,us USA,D,24-302,12,0,0,0,0,2,0,0,0,4,0,0,0,0.1,0.1,0.2,3,0,2,2,100.0,1,2,0,0,0,85c458aa_8
Malia Berkely,85c458aa,Courage,03222025,7,us USA,D,27-037,90,0,0,0,0,0,0,0,0,61,1,0,0,0.0,0.0,0.0,1,0,44,57,77.2,6,39,2,0,0,85c458aa_7
Kaleigh Kurtz,85c458aa,Courage,03222025,3,us USA,D,27-194,90,0,0,0,0,1,0,0,0,69,1,0,0,0.0,0.0,0.0,0,0,47,62,75.8,2,40,0,1,1,85c458aa_3
Ryan Williams,85c458aa,Courage,03222025,13,us USA,D,29-027,90,0,0,0,0,1,0,0,0,105,5,0,3,0.0,0.0,0.0,2,0,72,88,81.8,4,46,2,4,1,85c458aa_13
Casey Murphy,85c458aa,Courage,03222025,1,us USA,G,28-331,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,40,44,90.9,0,29,0,0,0,85c458aa_1
Maddie Mercado,257fad2b,Reign,03222025,2,us USA,F,23-355,85,0,1,0,0,1,0,0,0,26,0,0,1,0.0,0.0,0.2,2,1,12,16,75.0,1,12,0,1,0,257fad2b_2
Lauren Barnes,257fad2b,Reign,03222025,3,us USA,F,35-295,5,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,257fad2b_3
Madeline Dahlien,257fad2b,Reign,03222025,5,us USA,F,20-240,90,0,0,0,0,5,3,0,0,34,2,0,0,0.3,0.3,0.0,5,0,11,16,68.8,2,20,4,3,2,257fad2b_5
Ana-Maria Crnogorčević,257fad2b,Reign,03222025,7,ch SUI,F,34-170,70,0,0,0,0,1,0,0,0,21,1,0,0,0.4,0.4,0.0,1,1,8,13,61.5,1,12,2,2,0,257fad2b_7
Emeri Adames,257fad2b,Reign,03222025,47,us USA,F,18-353,20,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,1,4,0,0,0,257fad2b_47
